loan_id,customer_id,asset_type,loan_amount,interest_rate,loan_term_months,credit_score,annual_income,days_past_due,ltv,unemployment_rate,default_probability,default_flag,lgd,ead,ecl,stage
LN004258,CUST004258,Mortgage,38397.77,10.26,36,667,716359.0,0,62.57,5.61,0.02,0,0.25,38397.77,191.99,1
LN004259,CUST004259,Auto Loan,2475.86,11.6,48,655,576837.51,90,49.35,4.97,0.17,0,0.25,2475.86,105.22,3
LN004260,CUST004260,Mortgage,86317.08,7.79,120,654,2119253.95,90,90.12,6.86,0.21,1,0.4,86317.08,7250.63,3
LN004261,CUST004261,Auto Loan,24877.94,6.44,36,667,2190504.91,60,70.54,7.84,0.05,0,0.25,24877.94,310.97,2
LN004262,CUST004262,Structured Credit,20722.21,8.86,48,778,1437935.9,0,73.42,7.39,0.05,0,0.35,20722.21,362.64,1
LN004263,CUST004263,Mortgage,27476.55,5.78,60,697,484400.66,0,93.01,6.69,0.06,0,0.4,27476.55,659.44,1
LN004264,CUST004264,Auto Loan,26565.0,7.02,240,699,555137.39,60,40.95,4.39,0.02,0,0.25,26565.0,132.82,2
LN004265,CUST004265,Mortgage,55747.56,6.46,120,805,2080484.83,120,44.02,4.58,0.17,0,0.25,55747.56,2369.27,3
LN004266,CUST004266,Mortgage,12190.29,7.78,120,631,2340677.81,0,49.69,7.34,0.11,0,0.25,12190.29,335.23,1
LN004267,CUST004267,Mortgage,17078.84,5.78,360,565,698820.29,0,41.8,7.82,0.11,0,0.25,17078.84,469.67,1
LN004268,CUST004268,Auto Loan,46175.79,5.22,36,742,275059.55,0,79.49,3.7,0.02,0,0.25,46175.79,230.88,1
LN004269,CUST004269,Structured Credit,56165.66,9.6,240,760,994644.04,0,78.03,4.12,0.02,0,0.35,56165.66,393.16,1
LN004270,CUST004270,Structured Credit,56901.62,9.27,120,623,318623.63,0,52.65,7.08,0.11,0,0.35,56901.62,2190.71,1
LN004271,CUST004271,Mortgage,20932.84,9.96,48,826,2112943.56,0,48.96,5.33,0.02,1,0.25,20932.84,104.66,1
LN004272,CUST004272,Structured Credit,18310.21,9.62,360,610,1355902.58,0,48.74,6.38,0.08,1,0.35,18310.21,512.69,1
LN004273,CUST004273,Auto Loan,25472.52,5.8,360,573,1694186.75,0,97.19,6.69,0.12,0,0.4,25472.52,1222.68,1
LN004274,CUST004274,Mortgage,42955.11,7.04,180,572,1175840.97,0,81.61,7.66,0.15,0,0.4,42955.11,2577.31,1
LN004275,CUST004275,Mortgage,102727.4,5.91,60,807,1027391.98,0,75.13,7.83,0.05,0,0.25,102727.4,1284.09,1
LN004276,CUST004276,Mortgage,8662.81,10.9,36,747,749950.93,0,59.35,4.68,0.02,0,0.25,8662.81,43.31,1
LN004277,CUST004277,Mortgage,31116.39,10.23,240,602,1983698.23,60,65.98,6.25,0.08,0,0.25,31116.39,622.33,2
LN004278,CUST004278,Auto Loan,14287.28,6.41,180,688,1814982.06,0,45.36,3.74,0.02,0,0.25,14287.28,71.44,1
LN004279,CUST004279,Auto Loan,11423.53,7.39,180,820,1061640.22,0,99.89,8.05,0.09,0,0.4,11423.53,411.25,1
LN004280,CUST004280,Auto Loan,71458.32,11.77,36,750,972511.3,0,85.31,8.07,0.09,0,0.4,71458.32,2572.5,1
LN004281,CUST004281,Auto Loan,53169.34,9.16,48,713,252796.48,0,77.29,4.8,0.02,0,0.25,53169.34,265.85,1
LN004282,CUST004282,Mortgage,49741.93,10.61,240,641,392992.29,90,75.27,3.96,0.23,0,0.25,49741.93,2860.16,3
LN004283,CUST004283,Auto Loan,69197.37,6.85,60,572,1652324.93,120,70.26,3.42,0.23,0,0.25,69197.37,3978.85,3
LN004284,CUST004284,Auto Loan,25957.0,6.47,36,637,1407866.45,30,55.45,6.45,0.08,0,0.25,25957.0,519.14,2
LN004285,CUST004285,Mortgage,26826.72,10.49,240,731,1228307.21,120,53.58,3.55,0.17,0,0.25,26826.72,1140.14,3
LN004286,CUST004286,Mortgage,167713.33,9.8,180,832,2111880.04,0,72.97,7.08,0.05,0,0.25,167713.33,2096.42,1
LN004287,CUST004287,Structured Credit,30558.56,9.77,180,570,1383770.96,0,44.21,7.07,0.11,0,0.35,30558.56,1176.5,1
LN004288,CUST004288,Mortgage,60754.26,8.87,36,598,1115110.56,120,44.47,6.68,0.23,0,0.25,60754.26,3493.37,3
LN004289,CUST004289,Auto Loan,36478.09,8.95,240,739,612826.78,0,73.65,8.26,0.05,0,0.25,36478.09,455.98,1
LN004290,CUST004290,Structured Credit,9958.87,10.15,180,754,2096548.02,0,95.19,5.27,0.06,0,0.5,9958.87,298.77,1
LN004291,CUST004291,Mortgage,8679.85,6.89,36,593,1546558.56,90,94.86,8.41,0.3,0,0.4,8679.85,1041.58,3
LN004292,CUST004292,Auto Loan,24214.6,7.47,360,849,458034.92,120,40.65,3.22,0.17,0,0.25,24214.6,1029.12,3
LN004293,CUST004293,Mortgage,76059.47,11.1,36,677,1710021.4,60,46.44,3.68,0.02,0,0.25,76059.47,380.3,2
LN004294,CUST004294,Structured Credit,63057.62,7.16,60,738,1206409.18,30,74.98,5.47,0.02,0,0.35,63057.62,441.4,2
LN004295,CUST004295,Auto Loan,68861.6,8.82,36,719,2075619.0,90,90.91,6.56,0.21,0,0.4,68861.6,5784.37,3
LN004296,CUST004296,Auto Loan,18198.01,9.92,360,828,2317557.84,120,97.27,3.19,0.21,0,0.4,18198.01,1528.63,3
LN004297,CUST004297,Auto Loan,112545.26,12.0,240,750,1601048.08,0,91.63,6.4,0.06,0,0.4,112545.26,2701.09,1
LN004298,CUST004298,Auto Loan,18482.41,8.05,240,674,1896128.84,0,80.66,4.84,0.06,0,0.4,18482.41,443.58,1
LN004299,CUST004299,Mortgage,42149.46,8.0,180,841,377329.41,0,52.03,8.32,0.05,0,0.25,42149.46,526.87,1
LN004300,CUST004300,Mortgage,36053.29,10.9,120,565,1510574.77,60,44.36,6.2,0.08,0,0.25,36053.29,721.07,2
LN004301,CUST004301,Auto Loan,32153.88,10.64,60,823,1949514.95,0,42.85,6.53,0.02,0,0.25,32153.88,160.77,1
LN004302,CUST004302,Structured Credit,92689.87,10.12,240,843,1367714.84,0,76.72,8.67,0.05,0,0.35,92689.87,1622.07,1
LN004303,CUST004303,Mortgage,22168.39,8.24,180,569,1585487.7,0,42.17,7.59,0.11,0,0.25,22168.39,609.63,1
LN004304,CUST004304,Mortgage,14118.99,7.27,180,568,2272633.42,90,84.35,5.63,0.27,0,0.4,14118.99,1524.85,3
LN004305,CUST004305,Structured Credit,36827.38,9.26,60,562,695724.04,0,82.75,5.86,0.12,1,0.5,36827.38,2209.64,1
LN004306,CUST004306,Auto Loan,27450.0,11.13,60,566,471054.64,30,44.78,6.89,0.08,0,0.25,27450.0,549.0,2
LN004307,CUST004307,Mortgage,386222.17,11.19,180,755,1803948.13,0,94.4,4.2,0.06,0,0.4,386222.17,9269.33,1
LN004308,CUST004308,Mortgage,58311.54,5.76,360,579,2101410.04,60,71.32,3.53,0.08,0,0.25,58311.54,1166.23,2
LN004309,CUST004309,Structured Credit,27267.79,8.0,120,848,2163602.92,120,94.27,4.87,0.21,0,0.5,27267.79,2863.12,3
LN004310,CUST004310,Mortgage,17339.14,8.25,360,592,1693700.12,60,94.1,7.67,0.15,0,0.4,17339.14,1040.35,2
LN004311,CUST004311,Auto Loan,9738.07,11.84,48,642,2124730.19,0,51.82,4.54,0.08,0,0.25,9738.07,194.76,1
LN004312,CUST004312,Structured Credit,17718.18,9.75,360,615,1826494.46,0,62.83,3.78,0.08,0,0.35,17718.18,496.11,1
LN004313,CUST004313,Auto Loan,39358.19,7.85,180,668,446598.06,120,48.08,4.31,0.17,0,0.25,39358.19,1672.72,3
LN004314,CUST004314,Structured Credit,98629.93,5.18,60,621,1964597.89,60,86.5,7.07,0.15,0,0.5,98629.93,7397.24,2
LN004315,CUST004315,Structured Credit,79632.88,8.96,36,711,653559.3,60,70.25,6.68,0.02,0,0.35,79632.88,557.43,2
LN004316,CUST004316,Auto Loan,42632.25,5.67,36,818,782371.02,0,95.73,7.13,0.09,0,0.4,42632.25,1534.76,1
LN004317,CUST004317,Mortgage,28963.24,10.84,60,767,1137963.91,0,52.49,4.93,0.02,0,0.25,28963.24,144.82,1
LN004318,CUST004318,Auto Loan,43834.16,10.27,360,803,957775.9,120,81.3,8.41,0.24,0,0.4,43834.16,4208.08,3
LN004319,CUST004319,Mortgage,25259.39,8.22,60,608,973716.41,90,99.35,5.71,0.27,0,0.4,25259.39,2728.01,3
LN004320,CUST004320,Mortgage,120916.41,8.0,48,581,630833.93,60,79.92,6.08,0.08,0,0.25,120916.41,2418.33,2
LN004321,CUST004321,Mortgage,31810.98,11.28,240,669,911209.86,60,44.13,8.69,0.05,0,0.25,31810.98,397.64,2
LN004322,CUST004322,Structured Credit,34185.73,7.02,60,551,294240.83,60,75.31,8.88,0.11,0,0.35,34185.73,1316.15,2
LN004323,CUST004323,Mortgage,7699.6,6.74,36,667,1314049.63,0,50.79,6.97,0.02,0,0.25,7699.6,38.5,1
LN004324,CUST004324,Mortgage,31672.23,11.57,120,586,1979329.66,60,41.83,8.67,0.11,0,0.25,31672.23,870.99,2
LN004325,CUST004325,Structured Credit,65221.14,10.66,60,646,2190056.58,0,60.1,6.25,0.08,0,0.35,65221.14,1826.19,1
LN004326,CUST004326,Structured Credit,17198.79,10.74,48,806,2095964.26,0,55.97,4.84,0.02,0,0.35,17198.79,120.39,1
LN004327,CUST004327,Auto Loan,21471.8,6.37,120,677,1187029.87,0,87.33,4.89,0.06,0,0.4,21471.8,515.32,1
LN004328,CUST004328,Structured Credit,63252.99,6.0,48,705,1893459.58,0,62.42,6.35,0.02,0,0.35,63252.99,442.77,1
LN004329,CUST004329,Auto Loan,12917.52,5.18,120,694,897754.24,0,83.98,6.63,0.06,0,0.4,12917.52,310.02,1
LN004330,CUST004330,Structured Credit,76150.03,6.66,60,606,375015.56,0,40.97,5.64,0.08,0,0.35,76150.03,2132.2,1
LN004331,CUST004331,Auto Loan,25021.71,10.42,36,619,1770935.93,120,40.89,8.3,0.26,0,0.25,25021.71,1626.41,3
LN004332,CUST004332,Auto Loan,27667.18,6.68,120,593,1709791.37,0,41.76,5.56,0.08,0,0.25,27667.18,553.34,1
LN004333,CUST004333,Mortgage,16535.83,10.1,180,761,2053666.14,90,53.16,4.64,0.17,0,0.25,16535.83,702.77,3
LN004334,CUST004334,Mortgage,47317.35,6.76,240,724,1636238.97,0,62.44,3.05,0.02,0,0.25,47317.35,236.59,1
LN004335,CUST004335,Auto Loan,203192.77,7.77,48,690,603006.16,0,76.47,8.82,0.05,0,0.25,203192.77,2539.91,1
LN004336,CUST004336,Auto Loan,62758.42,11.88,120,625,2169615.38,0,99.15,7.95,0.15,0,0.4,62758.42,3765.51,1
LN004337,CUST004337,Mortgage,19830.97,6.71,48,707,1661318.77,30,61.26,6.69,0.02,0,0.25,19830.97,99.15,2
LN004338,CUST004338,Structured Credit,80413.26,7.63,36,634,2067121.82,60,43.34,7.98,0.11,0,0.35,80413.26,3095.91,2
LN004339,CUST004339,Auto Loan,29095.08,7.11,48,567,1991741.02,60,51.69,7.86,0.11,0,0.25,29095.08,800.11,2
LN004340,CUST004340,Auto Loan,95048.21,5.77,48,833,920195.1,0,93.87,8.59,0.09,0,0.4,95048.21,3421.74,1
LN004341,CUST004341,Mortgage,63874.37,8.43,180,591,417744.19,0,81.96,5.32,0.12,0,0.4,63874.37,3065.97,1
LN004342,CUST004342,Auto Loan,4627.63,7.65,48,683,647134.92,30,87.41,6.33,0.06,0,0.4,4627.63,111.06,2
LN004343,CUST004343,Structured Credit,17982.32,9.86,120,651,458940.25,60,47.45,3.59,0.02,0,0.35,17982.32,125.88,2
LN004344,CUST004344,Structured Credit,70338.15,10.72,48,686,797677.97,60,48.1,8.79,0.05,0,0.35,70338.15,1230.92,2
LN004345,CUST004345,Mortgage,40382.83,8.81,60,771,1283947.61,0,46.73,8.91,0.05,0,0.25,40382.83,504.79,1
LN004346,CUST004346,Auto Loan,17736.34,5.23,48,778,2290323.86,0,91.43,7.73,0.09,0,0.4,17736.34,638.51,1
LN004347,CUST004347,Mortgage,23306.49,9.33,60,843,2212042.2,0,52.6,5.72,0.02,0,0.25,23306.49,116.53,1
LN004348,CUST004348,Mortgage,9562.79,5.39,240,668,1866849.58,90,78.59,5.98,0.17,0,0.25,9562.79,406.42,3
LN004349,CUST004349,Structured Credit,34137.05,9.31,48,648,304252.81,90,70.97,5.61,0.23,1,0.35,34137.05,2748.03,3
LN004350,CUST004350,Mortgage,170669.26,9.8,360,708,1018125.7,0,72.66,4.76,0.02,0,0.25,170669.26,853.35,1
LN004351,CUST004351,Mortgage,63796.48,6.38,240,788,1785283.96,0,51.73,6.17,0.02,0,0.25,63796.48,318.98,1
LN004352,CUST004352,Mortgage,168264.41,10.74,360,738,540315.02,30,78.11,3.32,0.02,0,0.25,168264.41,841.32,2
LN004353,CUST004353,Mortgage,67351.33,11.38,48,798,2052447.66,0,42.59,8.95,0.05,0,0.25,67351.33,841.89,1
LN004354,CUST004354,Structured Credit,74550.76,10.69,120,575,2307790.78,0,99.61,5.54,0.12,0,0.5,74550.76,4473.05,1
LN004355,CUST004355,Mortgage,144618.58,7.14,360,738,1046735.0,120,41.61,8.56,0.2,0,0.25,144618.58,7230.93,3
LN004356,CUST004356,Mortgage,47291.43,9.11,60,689,1838146.89,0,43.01,7.35,0.05,0,0.25,47291.43,591.14,1
LN004357,CUST004357,Auto Loan,31854.72,11.4,240,730,583459.3,0,59.48,4.74,0.02,0,0.25,31854.72,159.27,1
LN004358,CUST004358,Mortgage,74821.48,7.24,240,570,1804337.01,0,89.9,4.33,0.12,1,0.4,74821.48,3591.43,1
LN004359,CUST004359,Mortgage,100477.41,10.74,60,712,298274.68,0,55.43,8.97,0.05,0,0.25,100477.41,1255.97,1
LN004360,CUST004360,Auto Loan,25952.54,5.07,180,620,589235.89,60,68.32,7.63,0.11,0,0.25,25952.54,713.69,2
LN004361,CUST004361,Auto Loan,21914.45,5.03,48,631,1847233.25,90,41.08,4.5,0.23,0,0.25,21914.45,1260.08,3
LN004362,CUST004362,Mortgage,40022.59,10.32,48,704,1851663.0,30,44.73,3.4,0.02,0,0.25,40022.59,200.11,2
LN004363,CUST004363,Mortgage,64993.93,10.33,120,596,1692616.09,0,76.48,7.18,0.11,0,0.25,64993.93,1787.33,1
LN004364,CUST004364,Mortgage,63491.65,10.52,180,743,1324069.05,90,51.66,4.82,0.17,0,0.25,63491.65,2698.4,3
LN004365,CUST004365,Auto Loan,13400.97,11.51,180,773,1768543.21,0,81.66,4.33,0.06,0,0.4,13400.97,321.62,1
LN004366,CUST004366,Mortgage,138430.58,5.83,360,786,1991051.8,0,87.12,7.41,0.09,0,0.4,138430.58,4983.5,1
LN004367,CUST004367,Auto Loan,23183.23,6.62,120,829,2424583.73,60,91.02,7.08,0.09,0,0.4,23183.23,834.6,2
LN004368,CUST004368,Mortgage,30165.51,11.33,240,559,2249442.32,0,48.03,5.89,0.08,0,0.25,30165.51,603.31,1
LN004369,CUST004369,Auto Loan,19305.44,6.24,60,701,2037701.96,0,67.33,8.66,0.05,1,0.25,19305.44,241.32,1
LN004370,CUST004370,Auto Loan,240104.66,9.78,240,653,1813204.41,0,96.82,7.08,0.09,0,0.4,240104.66,8643.77,1
LN004371,CUST004371,Auto Loan,43021.25,8.71,36,673,1541849.98,120,86.33,8.36,0.24,0,0.4,43021.25,4130.04,3
LN004372,CUST004372,Auto Loan,20016.6,5.58,120,734,521369.85,120,47.02,4.14,0.17,0,0.25,20016.6,850.71,3
LN004373,CUST004373,Auto Loan,66485.99,7.0,60,839,622502.89,120,70.15,4.78,0.17,0,0.25,66485.99,2825.65,3
LN004374,CUST004374,Auto Loan,62217.72,8.64,240,590,2095629.01,0,95.34,3.63,0.12,0,0.4,62217.72,2986.45,1
LN004375,CUST004375,Mortgage,31843.58,10.97,240,560,2057454.05,90,66.4,4.83,0.23,0,0.25,31843.58,1831.01,3
LN004376,CUST004376,Mortgage,65409.63,9.95,180,767,1632532.58,30,90.25,8.83,0.09,0,0.4,65409.63,2354.75,2
LN004377,CUST004377,Auto Loan,20379.72,9.35,120,550,1237390.3,0,69.75,8.78,0.11,0,0.25,20379.72,560.44,1
LN004378,CUST004378,Structured Credit,25718.28,8.47,36,720,308573.46,60,46.41,7.56,0.05,1,0.35,25718.28,450.07,2
LN004379,CUST004379,Auto Loan,8891.48,7.09,48,831,986148.12,90,48.87,6.13,0.17,0,0.25,8891.48,377.89,3
LN004380,CUST004380,Mortgage,14374.83,5.83,120,602,1196439.23,0,42.8,7.68,0.11,0,0.25,14374.83,395.31,1
LN004381,CUST004381,Auto Loan,128713.15,7.86,36,674,1343086.64,0,51.72,6.32,0.02,0,0.25,128713.15,643.57,1
LN004382,CUST004382,Auto Loan,114576.73,5.2,36,724,2340980.35,90,93.62,3.02,0.21,0,0.4,114576.73,9624.45,3
LN004383,CUST004383,Mortgage,38027.01,6.48,120,814,494596.15,60,79.01,6.01,0.02,1,0.25,38027.01,190.14,2
LN004384,CUST004384,Mortgage,116314.38,8.03,60,814,1417450.57,0,84.33,6.59,0.06,0,0.4,116314.38,2791.55,1
LN004385,CUST004385,Structured Credit,32465.97,7.93,120,748,1077825.17,0,77.3,4.59,0.02,0,0.35,32465.97,227.26,1
LN004386,CUST004386,Mortgage,30626.25,5.31,240,805,2477720.77,90,63.19,4.22,0.17,1,0.25,30626.25,1301.62,3
LN004387,CUST004387,Structured Credit,37780.84,9.12,360,721,2189194.04,0,53.01,4.64,0.02,0,0.35,37780.84,264.47,1
LN004388,CUST004388,Auto Loan,33274.78,8.85,180,608,1237268.17,90,95.54,6.74,0.27,1,0.4,33274.78,3593.68,3
LN004389,CUST004389,Auto Loan,31237.13,5.55,240,655,2499315.12,90,70.89,3.88,0.17,0,0.25,31237.13,1327.58,3
LN004390,CUST004390,Auto Loan,80852.25,11.6,36,674,1406642.3,30,68.87,7.32,0.05,0,0.25,80852.25,1010.65,2
LN004391,CUST004391,Auto Loan,40339.84,5.7,36,565,626015.04,0,99.77,5.54,0.12,0,0.4,40339.84,1936.31,1
LN004392,CUST004392,Mortgage,59798.58,10.98,48,587,1500718.06,120,63.04,5.12,0.23,0,0.25,59798.58,3438.42,3
LN004393,CUST004393,Mortgage,74754.63,5.0,36,792,758962.97,0,91.25,7.84,0.09,0,0.4,74754.63,2691.17,1
LN004394,CUST004394,Auto Loan,47654.39,11.18,360,759,1681703.89,0,91.74,6.04,0.06,0,0.4,47654.39,1143.71,1
LN004395,CUST004395,Structured Credit,18412.96,5.14,48,834,2359240.39,30,53.96,5.27,0.02,0,0.35,18412.96,128.89,2
LN004396,CUST004396,Structured Credit,14086.81,10.3,36,717,2018946.8,0,45.69,8.27,0.05,1,0.35,14086.81,246.52,1
LN004397,CUST004397,Auto Loan,40301.6,7.53,36,813,864618.3,60,98.54,5.21,0.06,0,0.4,40301.6,967.24,2
LN004398,CUST004398,Auto Loan,32212.85,10.17,120,647,917931.91,0,65.55,8.15,0.11,0,0.25,32212.85,885.85,1
LN004399,CUST004399,Auto Loan,38606.43,7.81,120,683,405898.46,120,40.13,6.03,0.17,0,0.25,38606.43,1640.77,3
LN004400,CUST004400,Auto Loan,35909.68,5.5,180,730,893202.63,0,69.94,4.25,0.02,0,0.25,35909.68,179.55,1
LN004401,CUST004401,Auto Loan,221571.71,10.37,240,771,458405.8,0,77.16,6.68,0.02,0,0.25,221571.71,1107.86,1
LN004402,CUST004402,Mortgage,14311.83,5.5,60,698,1373759.62,0,86.57,4.71,0.06,0,0.4,14311.83,343.48,1
LN004403,CUST004403,Auto Loan,9018.54,11.45,180,793,1843780.93,90,96.58,3.88,0.21,0,0.4,9018.54,757.56,3
LN004404,CUST004404,Auto Loan,45828.61,5.36,36,625,1940157.61,0,94.91,3.52,0.12,0,0.4,45828.61,2199.77,1
LN004405,CUST004405,Structured Credit,27903.41,8.36,180,811,383940.77,120,96.41,4.45,0.21,0,0.5,27903.41,2929.86,3
LN004406,CUST004406,Mortgage,45308.39,10.06,120,780,1014900.77,60,41.93,7.42,0.05,0,0.25,45308.39,566.35,2
LN004407,CUST004407,Structured Credit,54650.74,7.75,240,740,898386.47,0,82.71,8.03,0.09,1,0.5,54650.74,2459.28,1
LN004408,CUST004408,Auto Loan,89221.14,6.52,36,683,484675.73,60,53.55,8.17,0.05,0,0.25,89221.14,1115.26,2
LN004409,CUST004409,Auto Loan,12644.05,10.31,36,801,1065560.45,120,51.25,4.62,0.17,0,0.25,12644.05,537.37,3
LN004410,CUST004410,Mortgage,24594.98,10.49,180,794,923470.25,0,88.02,6.97,0.06,0,0.4,24594.98,590.28,1
LN004411,CUST004411,Auto Loan,49027.32,11.46,240,814,1677623.27,0,65.03,4.38,0.02,0,0.25,49027.32,245.14,1
LN004412,CUST004412,Auto Loan,62275.57,7.63,360,553,2237430.99,30,95.0,6.74,0.12,0,0.4,62275.57,2989.23,2
LN004413,CUST004413,Mortgage,168621.98,8.54,48,586,1273393.87,0,42.55,8.32,0.11,1,0.25,168621.98,4637.1,1
LN004414,CUST004414,Mortgage,70897.67,7.54,360,620,1929996.64,120,88.13,3.25,0.27,0,0.4,70897.67,7656.95,3
LN004415,CUST004415,Mortgage,34900.21,6.8,60,811,578523.33,0,48.21,8.91,0.05,0,0.25,34900.21,436.25,1
LN004416,CUST004416,Mortgage,19471.26,10.26,240,786,2263674.35,0,50.59,7.96,0.05,0,0.25,19471.26,243.39,1
LN004417,CUST004417,Mortgage,24464.96,7.38,180,727,593338.16,60,68.64,7.57,0.05,0,0.25,24464.96,305.81,2
LN004418,CUST004418,Auto Loan,23983.18,8.0,360,645,682227.66,0,63.74,7.15,0.11,0,0.25,23983.18,659.54,1
LN004419,CUST004419,Auto Loan,57449.61,7.83,180,776,489543.56,60,69.17,7.62,0.05,0,0.25,57449.61,718.12,2
LN004420,CUST004420,Auto Loan,43473.13,9.99,60,560,946778.88,0,96.4,8.97,0.15,1,0.4,43473.13,2608.39,1
LN004421,CUST004421,Auto Loan,14377.87,11.42,36,815,1492923.51,0,79.44,7.62,0.05,0,0.25,14377.87,179.72,1
LN004422,CUST004422,Structured Credit,26765.5,9.67,36,738,2472986.75,0,57.42,5.11,0.02,0,0.35,26765.5,187.36,1
LN004423,CUST004423,Mortgage,67123.08,8.3,48,758,2035078.08,0,50.37,6.68,0.02,0,0.25,67123.08,335.62,1
LN004424,CUST004424,Mortgage,46451.48,10.45,180,562,1105980.56,0,65.2,5.02,0.08,0,0.25,46451.48,929.03,1
LN004425,CUST004425,Auto Loan,54070.89,9.49,60,711,1545653.63,0,67.1,8.82,0.05,0,0.25,54070.89,675.89,1
LN004426,CUST004426,Auto Loan,47479.11,5.42,180,609,1652443.07,90,76.08,8.4,0.26,0,0.25,47479.11,3086.14,3
LN004427,CUST004427,Auto Loan,113380.14,5.67,120,554,2101136.25,120,55.96,6.41,0.23,0,0.25,113380.14,6519.36,3
LN004428,CUST004428,Auto Loan,42840.11,5.27,180,751,1907016.52,30,86.05,7.69,0.09,0,0.4,42840.11,1542.24,2
LN004429,CUST004429,Auto Loan,27716.52,8.2,180,561,1530905.04,0,45.91,8.46,0.11,0,0.25,27716.52,762.2,1
LN004430,CUST004430,Mortgage,19129.2,10.78,120,789,1755661.81,0,73.63,4.46,0.02,0,0.25,19129.2,95.65,1
LN004431,CUST004431,Mortgage,43248.88,7.19,120,774,1928314.62,0,77.41,6.48,0.02,0,0.25,43248.88,216.24,1
LN004432,CUST004432,Mortgage,6578.14,7.69,360,731,549574.13,0,52.41,5.89,0.02,0,0.25,6578.14,32.89,1
LN004433,CUST004433,Mortgage,31920.31,11.37,60,846,701024.79,0,89.56,7.63,0.09,1,0.4,31920.31,1149.13,1
LN004434,CUST004434,Structured Credit,31442.38,10.86,360,727,1799314.65,120,76.93,5.27,0.17,0,0.35,31442.38,1870.82,3
LN004435,CUST004435,Auto Loan,13972.84,9.66,36,667,2163457.51,0,78.74,7.25,0.05,0,0.25,13972.84,174.66,1
LN004436,CUST004436,Auto Loan,18962.41,6.87,48,625,1170840.14,60,69.86,5.42,0.08,0,0.25,18962.41,379.25,2
LN004437,CUST004437,Auto Loan,64007.8,5.82,360,595,2454753.23,0,94.58,3.67,0.12,0,0.4,64007.8,3072.37,1
LN004438,CUST004438,Mortgage,42680.53,5.11,120,776,736161.4,120,81.64,3.64,0.21,1,0.4,42680.53,3585.16,3
LN004439,CUST004439,Structured Credit,38997.46,5.75,36,843,1187573.38,90,62.91,3.71,0.17,1,0.35,38997.46,2320.35,3
LN004440,CUST004440,Auto Loan,45001.15,7.05,60,789,1101676.85,0,54.32,3.2,0.02,0,0.25,45001.15,225.01,1
LN004441,CUST004441,Structured Credit,38748.19,8.86,240,690,2343165.87,30,44.26,6.2,0.02,0,0.35,38748.19,271.24,2
LN004442,CUST004442,Structured Credit,86682.2,5.45,180,753,892101.66,120,49.92,7.03,0.2,0,0.35,86682.2,6067.75,3
LN004443,CUST004443,Auto Loan,39592.72,5.95,60,699,1309279.25,30,99.56,3.76,0.06,0,0.4,39592.72,950.23,2
LN004444,CUST004444,Auto Loan,13085.38,6.27,60,679,671276.14,120,64.41,6.67,0.17,0,0.25,13085.38,556.13,3
LN004445,CUST004445,Mortgage,113674.11,9.42,120,818,1422849.04,30,93.92,6.59,0.06,0,0.4,113674.11,2728.18,2
LN004446,CUST004446,Structured Credit,47062.8,9.31,48,686,2179159.38,0,50.23,3.88,0.02,0,0.35,47062.8,329.44,1
LN004447,CUST004447,Auto Loan,24041.15,8.86,360,665,934088.79,0,65.52,5.42,0.02,0,0.25,24041.15,120.21,1
LN004448,CUST004448,Mortgage,15102.55,6.75,120,710,2074282.16,90,97.63,7.53,0.24,1,0.4,15102.55,1449.84,3
LN004449,CUST004449,Auto Loan,47912.9,7.6,180,704,2300451.06,30,45.47,3.1,0.02,0,0.25,47912.9,239.56,2
LN004450,CUST004450,Mortgage,33455.77,5.68,120,722,414155.25,120,75.64,3.88,0.17,0,0.25,33455.77,1421.87,3
LN004451,CUST004451,Mortgage,109305.58,6.59,180,679,1951955.21,120,95.15,8.97,0.24,0,0.4,109305.58,10493.34,3
LN004452,CUST004452,Mortgage,28505.86,11.28,120,628,824522.73,120,96.98,7.4,0.3,1,0.4,28505.86,3420.7,3
LN004453,CUST004453,Structured Credit,20207.99,11.86,240,606,644487.24,60,90.76,5.78,0.12,0,0.5,20207.99,1212.48,2
LN004454,CUST004454,Structured Credit,67986.02,9.53,48,606,1602525.38,120,91.36,6.78,0.27,0,0.5,67986.02,9178.11,3
LN004455,CUST004455,Structured Credit,69403.83,11.42,240,683,1837605.89,120,79.13,8.08,0.2,1,0.35,69403.83,4858.27,3
LN004456,CUST004456,Auto Loan,40866.09,9.5,36,563,1138212.22,0,53.23,8.05,0.11,0,0.25,40866.09,1123.82,1
LN004457,CUST004457,Mortgage,58305.4,5.23,48,832,338140.84,0,83.84,4.95,0.06,0,0.4,58305.4,1399.33,1
LN004458,CUST004458,Auto Loan,35369.99,11.98,360,843,2294585.18,0,98.7,5.95,0.06,0,0.4,35369.99,848.88,1
LN004459,CUST004459,Mortgage,42774.85,5.69,120,696,1894180.56,120,71.56,6.83,0.17,1,0.25,42774.85,1817.93,3
LN004460,CUST004460,Mortgage,82083.61,9.78,60,676,861250.32,0,55.64,3.43,0.02,0,0.25,82083.61,410.42,1
LN004461,CUST004461,Mortgage,56259.09,6.77,36,809,1367943.68,0,74.41,8.67,0.05,0,0.25,56259.09,703.24,1
LN004462,CUST004462,Mortgage,32257.57,7.74,60,767,312533.78,0,81.44,5.6,0.06,1,0.4,32257.57,774.18,1
